comment,sentiment,PE,EE,SI,FC
"kita merasakan betul susahnya jadi kreator yang dengan modal terbatas tapi punya kemauan tinggi,dengan semangat itu kita ingin memberikan solusi terbaik dengan minim budget tapi mendapat hasil yang maksimal.....",positive,1,0,2,0
aamiin....doa sebaliknya juga buat juragan n semoga semakin sukses lebih dari yang sekarang,positive,1,0,1,1
3d disney pixar,neutral,0,1,0,0
"wah....kita belom update info terbaru soal itu,tapi akan saya usahakan kroscek kebenaranya dan kalau ada waktu luang insya allah akan kita ulas juga tapi saya tidak bisa janji itu...",neutral,1,0,0,0
ok thanks gan,neutral,1,0,2,0
siap... dengan senang hati bisa membantu,positive,1,0,5,1
"waduh rada lupa saya gan,bisa cek aja langsung",neutral,0,1,1,1
"chanel saya satunya tumbang gan,ini bikin baru alias ngrintis lagi...",negative,1,1,0,0
"saran saya fokus aja sama yang kamu tekuni dan hobi,pastinya teknik optimasinya juga tidak kalah penting,pembuatan judul,deskripsi,keyword dan pembuatan thumbnail hrs kamu pelajari dengan benar...",positive,0,1,1,0
semoga bermanfaat,positive,1,0,1,0
ok sama semoga bermanfaat,positive,1,0,1,0
auto cuan mengalir,positive,1,0,1,0
stel aja kecepatannya ..bisa menjadi 0.8,neutral,0,0,0,1
​ solusi terbaik,positive,1,1,5,0
"kritik dan saran kita terima gan dan aku ucapin terima kasih atas kritikanya,next time akan kita evaluasi lagi...",neutral,1,1,0,0
siap gan....,neutral,0,1,0,1
sukses juga buatmu...,positive,1,0,1,0
hanya menyalurkan hobby sambil berbagi tau semoga ada manfaatnya....,positive,1,0,1,0
thanks supportnya....,neutral,1,1,0,0
siap terima kasih gan,neutral,1,0,0,1
abangnya terlalu cepat tutorial nya susah untuk mengerti cara bikin prom di cgbt untuk pemula kayak saya.,negative,0,3,1,1
"ok nanti kalau bkin lagi saya usahakan lebih slow temponya,utk mengakali sekarang,kmu bisa stop pas bagian yang tidak kamu ngertiin itu untuk dipelajari....",neutral,1,1,0,0
semoga ini bisa membantu...,positive,1,0,1,0
"mau tanya bang,apakah jika mau membuat video animasi ini,harus pakai google versi pro?",neutral,0,1,0,1
"iya gan,kalau untuk animate gambarnya,kalau hanya foto kayaknya gratis tapi gunakan alamat yang seperti tunjukin di video ini",neutral,0,0,1,0
pertanyaan bagus :,positive,0,1,1,0
"sayangnya saya ndak buka kelas hanya murni share di video tutorial ini,untuk detailnya pelajari pelan ya..!?",neutral,0,1,0,0
bang bikin tutorial yang sama tapi dengan tema yang berbeda temponya dikurangin terutama di bagian kata perintah di cgbt.. tolong bang bikin bang tutorial punya abang sangat membantu bagi yang kurang paham menggunakan kata perintah di cgbt..,negative,1,0,1,0
"​ insya allah akan saya buatkan,tapi setelah kita nyelesein video terbaru saya ini,jd mohon sabar",neutral,0,1,0,0
ok bang di tunggu,neutral,0,0,1,0
yang temporri berbayar y bang,neutral,0,0,1,0
​ cb aja yang free dlu,neutral,0,1,1,0
ada versi trialnya dan bisa juga pakai temporary,neutral,0,1,0,0
tetap ada efek uncanny valley tidak si?,neutral,0,1,1,0
kok gue nonton ini gelisah ya,negative,0,1,1,1
tapi movement nya masih keliatan ai tidak sih?,negative,0,1,1,0
"gila sih ia,buat iklan jadi mudah ini mah,ga perlu pake artis lg",positive,1,1,1,1
baru awal aja udah begini..apalagi nanti nih setelah ada perkembangan²..apa tidak makin banyak orang nganggur tuh,neutral,0,0,0,0
itu mukanya random ya? apa emang dari prom?,neutral,0,1,1,0
ini biar lebih 8 detik gimana ya?,neutral,0,0,0,0
aktingnya pun bahkan lebih bagus dari manusia asli njir,positive,0,0,1,1
biar ada suaranya gmnaa sih bang,neutral,1,0,1,0
ini di dunia nyata ada beneran tidak sih orangnya,neutral,0,1,1,0
tatapannya kosong,negative,0,1,0,1
yang bikin heran tu apa org bisa nuntut ai karna udah pake muka org sembarangan kayak gini,negative,1,1,1,0
aktornya ketawa mulu kak,negative,0,1,1,0
dsuruh foto makanan malah selfie tapi hasilnya jadi tahu,negative,0,1,1,0
"iyak in total ini ada 4 video,terus di editing lagi pake capcut biar jadi satu kesatuan.. background music juga ditambahin manual. jadi video asli cuma suara ajahh",neutral,1,0,0,0
"ini realistis banget si,baru 2th pengembangannya ud sepesat ini apalgi 5-6 th kedepan,jd tidak sebayang",positive,1,0,1,0
bayar tidak bang ai nya?,neutral,0,1,0,0
tkt banget one day bioskop/iklan ditv /sinetron jadi ai smua,negative,0,0,1,1
dari sini ai udah mulai menggila.sekitar 10-20 tahun.ai akan menjadi penguasa dunia,positive,1,0,0,1
"cara vidionya panjang gini gmn ya,aku cmn bisa bbrp detik aja",neutral,0,1,0,0
kek visualisasi mimpi pas lagi sakit njirr,neutral,0,1,1,0
ini kalau berbayar brp kak? lalu apakah tetap ada limit per harinya?,neutral,0,0,1,0
ada yang tau kenapa hasil generate videonya tidak keluar suara?,neutral,0,1,1,0
bahaya ini,negative,1,1,0,0
"seraammm,siap siap industri creative (agency),udah kalah nih sama ai buat bikin iklan",neutral,1,0,1,1
wah talent iklan makin terancam aja wkwk,negative,0,0,1,0
peran orang tergantikan,negative,1,0,0,1
akses nya kemana ya bang?,neutral,0,1,1,0
takut banget tiba” muka gue muncul di video kaya gini garido bngett sumpah,negative,1,0,1,0
video ketiga shootnya mirip iklan ruangguru,neutral,0,0,0,0
what….,neutral,1,1,0,1
dimna sih ini chat gpt bukan?,neutral,0,1,1,0
tikus2 berdasi : anggaraannnnnn,neutral,0,0,0,0
sample muka nya bukan dari yang scam retina kemaren tidak si?,neutral,0,0,1,0
keren,positive,0,0,5,0
wajah wajah yang kepake.. bs minta royalti,neutral,1,1,1,0
spill deskripsi videonya di veo 3 kak,neutral,0,1,0,0
profesi model iklan terancam tidak sih,neutral,0,0,0,1
mukanya mirip semua ya,negative,0,1,0,0
tapi itu wajahnya pake wajah siapa ya?,neutral,0,1,0,0
��liatnya gelisah,negative,0,1,1,1
"pas pergerakan jari masih blur blur belibet,2th lgi dah sempurna",negative,0,0,1,0
kalo veo 3 yang berbayar 309rb itu ada limit nya tidak bang buat bikin video ?,neutral,0,0,1,0
"yang mau beli veo3nya bang ready,private akun bang",neutral,1,1,0,0
ini gratis apa bayar?,neutral,0,1,1,0
abis ini terminator bener2 nyata,positive,1,0,1,0
ketawanya takut,negative,0,1,0,0
info prompt,neutral,0,1,0,0
yang bikin gw heran kok bisa suara sama muka nya pada cocok semua,positive,0,0,1,0
gua ada ide,neutral,0,1,1,1
kalau buat vidio pembelajaran bisa tidak ya visual nya ke fisiologi tubuh manusia misal,neutral,0,0,0,1
imajinasi gw belum terlalu op untuk buat prompt yang proper,negative,0,0,1,0
2030 udh tidak bakal bisa bedain mana yang asli mana ai,positive,1,1,0,0
scene ke2 gokil realistisnya,positive,0,1,1,0
kak? boleh minta prompt nya,neutral,0,1,0,0
�� artis tidak di pake lagi ni??,negative,0,1,0,0
promptingnya gimana sih gw ko campur inggris terus ya? terus random gitu movementnya.,negative,0,1,1,0
"gilaaaa dah,bakal bingung beda ori",positive,0,1,0,0
bg boleh spill promt nyaa,neutral,0,1,1,0
sebenernya org2 yang d buat ai ini ad di dunia nyata tidak sih?,neutral,0,1,1,0
"tahukah kalian bahwa ronaldo,lionel messi,neymar junior,kylian mbappe,robert lewandowski,kevin de bruyne,mohammed salah,karim benzema,erling haland,gareth bale,luka modric,sergio ramos,tony kroos,paulo dybala,antoine griezmann,vinicius junior,andres iniesta,zlatan ibrahimovic,joao felix,phil foden,jack greelish,marcus rashford,jude bellingham,rahim sterling,ansu fati,memphis depay,rodrigo,gerard pique,david alaba,harry kane,janluigi donnarum,bruno fernandes,eden hazard,jorginho,marcelo,allison becker,trent alexander-arnold,david de gea,virgil van dijk,diego costa,sergio aguero,fernando torres,frank ribery,arien robben,david vila,isco,coque,mats hummels,pierre-emerick aubameyang,xabi alonso,danny alves,keylor navas,casemiro,kovacic,rodri,marco verratti,declan rice,thomas müller,romelu lukaku,olivier giroud,mauro icardi,diego godin,mario mandzhukic,ciro immobile,alexandre lacazette,mario bolotteli,ferran torres,alexis sanchez,lorenzo insigne,jose callejon,kingsley coman,riad marez,marcel zabitzer,nicolo barella,gianluca scamacca,matthias de ligt,kalidou coulibaly,jorginho wijnaldum,josé fonte,lucas hernandez,diego laxalt,rafael guerreiro,ashraf hakimi,fabian ruiz,dani olmo,raúl jimenez,jaroslav rakitsky,alexander golovin,angel di maria,bernardo silva,josé maria jimenez,giorgio chiellini,leonardo bonucci,joão cancelo,theo hernandez,kai havertz,timo werner,serge gnabry,marco royce,julian,emt,silva,marquinhos,richarlison,gabriel jesus,casemiro,felipe anderson,willian,rafinha,ederson,alex telles,gabriel martinelli,lucas paceta,bruno guimaraes,rodrigo de paul,angel correa,lautaro martinez,paulo ottavio,giovani lo celso,nicolas tagliafico,emiliano martinez,facundo medina,alvarez mereka semua adalah pemain bola",neutral,1,0,1,1
"tetep keliatan sih,tapi ini dah bagus banget woii",positive,0,0,1,1
terlalu halus,positive,0,1,0,0
ngeriiiiii,negative,0,1,1,0
"syuting iklan yang bagus biasanya butuh minimal 10 orang crew apalagi klo pake artis besar,klo cuma pake ai aja yaa makin banyak yang nganggur",neutral,1,1,1,0
yang bahaya jika gia yang muncul,negative,1,1,1,0
"drop prompt bang,mau nganalisa. kalo bolee juga nulis promptnya sendiri apa di bantu ai lain terus ngomongnya bisa pas 8 detik mulus pake ai lagi apa manual",neutral,1,0,0,1
dikit lagi sempurna,positive,0,1,1,1
catatan keyakinanku : kelak manusia secara fisik akan bisa pindah tempat dengan ai,positive,1,0,0,1
"ngeri,sebagai pekerja visual,prompt ai ini bakal ngehancurin para pejuang visual & kreatif sih",negative,0,0,3,1
gw bikin jadinya bahasa inggris trus,negative,0,0,0,0
��•,neutral,0,1,0,0
fixed harus belajar bertani... ekonomi berubah secepat kilat abis ini,positive,0,0,0,1
bjirr,neutral,0,1,0,0
"guys,supaya clear yah.. ini ituu video ads untuk produk-ku sendiri so tidak tau kedepannya apakah ada yang mau open collaboration? will see",neutral,0,1,1,0
caranya bagaimanah bang?,neutral,0,1,1,0
gada emosi yang tersampaikan,negative,0,1,0,0
prompt sepanjang apa coba,neutral,0,0,1,0
aku jg pakai ai,neutral,0,1,0,1
tapi jujur kayaknya yang di ai tuh memang ada didunia nyata .maksdnya yang ada divideo,neutral,1,1,1,0
oh my god,neutral,1,0,1,1
tapi bisa tidak sih dengan karakter yang sama secara terus menerus,neutral,0,0,0,0
obrolannya kyk khas gt ya kalo ai,negative,1,1,1,0
cooked,neutral,0,1,0,0
makin ngeri teknologi jaman sekarang,negative,0,1,1,1
aku punya ide tapi bukan tidak mungkin di masa depan udah tidak pake pemain lagi tapi pake ai. penasaran sama hasilnya ytta,negative,1,1,1,0
2-3 tahun lagi mulai berkurangnya talent iklan ini,negative,1,0,0,0
wah film jepang jadi tidak perlu artis nih,negative,1,0,1,1
brp biaya bikin gini bang,neutral,1,1,0,0
veo lg error kah? gw generate dialog pke bhs indo malah diterjemahin ke inggris pdhl kmrn bisa,negative,0,0,1,1
takut...,negative,0,1,0,0
script writer dulu sama script writer sekarang,neutral,0,1,0,0
ko ada yang mirip temen gue,neutral,0,1,1,1
"gue yang denger cover lagu ai aja merinding,ini lebih parah lagi udah jadi video. ngeri banget",negative,1,0,1,1
kalau loker makin susah ya maklum aja......semua udh andelin ai,negative,1,1,0,0
"keren promptnya kak,tp btw knp dibatasi y?",positive,0,0,1,1
mata hasil dri ai rata2 kek orang baru hbis make,neutral,0,1,1,1
"tidak perlu artis,gak perlu production house,gak perlu copywriter,dan semua keruwetan shooting dan produksi dan editing,semua orang jadi bisa. industri ph runtuh sudah....",negative,1,1,1,1
aku coba max 8 detik ya? apa ada pengaturan lain’l? mohon infonya,neutral,0,1,0,0
emg ini ai? ko asli banget ya,positive,0,1,1,0
"ai itu tujuan awalnya membantu pekerjaan manusia,bukan menggantikan. this is too much",negative,1,0,1,0
ipc apaan ?,neutral,0,0,1,0
penasaran promptnya,neutral,0,1,0,0
tidak nangkep produk yang diiklanin di iklan ini apa,negative,0,0,1,0
ini baru uji coba blum yang generasi selanjutnya,neutral,0,0,0,1
prompt,neutral,0,1,0,0
"walaupun ai masih ada yang miss,kalo dikembangin lagi bahaya ini",negative,1,0,1,0
"pekerjaan model/artis,videografer,talent lainnya,,kayaknya setahun kedepan udah tidak kepake lagi/jadi pengangguran,dan semuanya digantikan ai",negative,0,0,0,1
"2025 aja udah sehalus ini,2026 bisa lebih alus lgi",positive,1,0,1,1
ini mah menguntungkan perusahaan untuk promosi iklan di tv,positive,1,0,1,0
itu yang baju merah kayak gadgetin siapa deh namanya???,neutral,0,1,1,0
ternyata dunia manusia bener2 mau dikuasai robot,neutral,1,0,0,0
gelisah banget takut banget tidak sihhh,negative,1,0,1,1
kalau nanti ada yang nge fans sama artisnya?,neutral,0,0,1,0
entahlah setiap lihat video video ai makin kesini makin merinding gue,negative,0,1,0,1
berbahaya,negative,0,1,1,0
"tidak fokus apa yang mereka omongin,cuma fokus visual mereka",negative,1,0,1,0
"kalian percaya tidak sih wajah2 itu kumpulan data2 manusia,bisa jadi salah satunya kalian juga",neutral,1,0,1,1
"instead of fokus ke iklannya,orang2 bakal lebih fokus ke “oh ini video ai ya” alias,so far gue belum liat kalo video ai mentah bisa ngeyakinin target audience untuk punya trust ke produk.",negative,1,0,1,1
takut,negative,0,1,0,0
njir,neutral,0,1,0,1
bjir realistis bgttt,positive,0,0,1,0
aku bingung cara nulis scriptnya,negative,0,1,0,0
surga nya org introvert,positive,1,1,1,1
gimana caranya bikin video ai lbh dari 8 detik?,neutral,0,0,0,0
wajah wajah siapa tuh,neutral,0,1,0,0
"mumet tidak bikin prompt nya,aku bkin vt woman indonesia",negative,0,0,1,0
tutor kak mau buat ads commercial,neutral,0,1,1,1
akankah semua pertanian dan pengiriman barang nantinya akan dikuasai ai,neutral,1,0,0,1
tidak tenang gue liatnya,negative,1,1,1,0
pajak pasti gede nih,neutral,0,1,0,0
ini sih bener2 bisa menekan biaya ads. atau iklan tanpa talent,positive,0,0,1,0
ini video ai jg apa gmana?,neutral,0,1,0,0
lama lama talent ke gsnti semua ini bisa jadi artist ke ganti sama ai,negative,1,0,1,1
ih ya allah takuttt,negative,1,1,0,0
"serius hasil video kek gini kan fyp,ada yang punya muka asli manusianya gaksih?",neutral,0,1,1,0
kok pada jago2 buat promptnya belajar dr manasi,positive,0,0,1,0
"promt yang terakhir kurang detail,diminta fotoin makanan malah foto selfie eh tiba2 jadi gambar makanan",negative,0,1,1,0
ai ini bak pedang bermata dua . . . jadi kalo digunakan kebablasan . .bisa membahayakan diri sendiri . .contoh yang buat meme presiden kemarin,negative,1,0,1,0
tetep minus di bagian mata suka jereng2 meleng bengong kemana-mana,negative,1,1,1,1
sumpah yang ini lebih real daripada vidio lain,positive,1,0,1,0
takut banget ada muka gue,negative,1,1,1,1
takutt bangett kedua,negative,1,1,1,0
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
��,neutral,0,1,0,1
next bikin jalan2 di kota saranjana,neutral,0,0,0,1
"mending ai dibikin kek gini,drpd buat yang aneh aneh buat otak rusak",positive,0,0,1,1
"ai di pergunakan dengan bijak ,keren ka",positive,1,1,5,1
kalau ucapan twrimakasih bisa tidak kak ssmisal.dikampus?,neutral,0,0,1,0
keren,positive,0,0,5,0
biar karakternya konsisten gimna? wajahnya pake apa biar sama?,neutral,0,0,1,0
ai ketika dimanfaatkan dengan baik,positive,1,0,1,0
kak tutorr,neutral,0,1,1,1
"lawak bet,jaman majapahit ada yang pakai hijab penduduk nha",neutral,1,1,1,1
"keren kak,belajar sejarah bisa jadi lebih menarik kalo kaya gini",positive,1,0,5,1
nah gini contoh penggunaan ai yang bagus,positive,0,1,1,0
gini ai fungsi nya untuk belajar tidak yang aneh²,neutral,1,1,1,0
ini pake ai apa bisa panjang gini,neutral,1,0,0,0
gw ilustrasi kehilangan pekerjaan gegara ai njir,negative,1,0,0,1
keren,positive,0,0,5,0
lanjut... aku suga banget pliss,neutral,0,0,1,0
kak cara bikinnya gimana ini?,neutral,0,1,0,0
suka banget ai di giniin,positive,1,0,3,1
"salah satu wishlist kalo udah di surga ini,pengen liat indonesia jaman dulu",positive,1,0,2,1
"plss aku suka video ai yang gini,seru aja gt",positive,0,1,1,0
"kalo berurutan gitu gimna mang,aku kalo buat gabisa urut,tiba\ berubah",neutral,0,0,1,0
jaman majapahit dah ada ukhti2 belanja di pasar,neutral,0,1,0,1
boleh tidak pengen liat kehidupan nabi dan sahabat ?,neutral,0,1,0,0
pasar majapahit tapi ibu² di belakang pada pake hijab,neutral,1,1,0,0
kudu hati² ini sih\nai makin real.\ntakutnya ada berita kosong dan masyarakat percaya\ndan bukti² bisa dibikin/dipalsukan,negative,0,0,0,0
itu tadi dipasar kok ada mbak2 hijaban lain,neutral,0,1,1,1
mbakkkk kok bisa konsisten wajahnya,positive,0,0,1,1
"kalo bisa banyakin ai dipake ginian deh,bagus bisa jelasin sejarah dengan cara yang tidak disangka sangka jir",positive,0,0,1,1
mereka dpt video dari mana yaaaaa,neutral,0,1,1,0
"dengan adanya veo 3,video² ai yang lucu dan edukatif sekarang lebih seruu,asal tidak di upload di fb",positive,1,0,1,1
kasian banget org jaman dulu yang hrusnya hindu malah jadi islam skrg..,negative,1,1,0,0
itu dia tunjuk2 ke prajurit tidak di tombak?,neutral,0,0,0,0
"jadi gini mas menurut saya,ini menurut saya lho\ngak tau kalo menurut orang lain karena orng lain tidak sama dengan saya. jadi ini menurut saya aja,bukan menurut orang lain,karena ini asli dari pemikiran saya aja ya,jadi pemikiran saya tidak sama dengan pemikiran orang lain. kalo pemikiran saya sama dengan orang lain berarti orang lain berfikir sama dengan saya ya kan. jadi ya gitu lah bahwa fikiran saya tidak sama dengan orng lain,apa yang orang lain fikirkan belum tentu sama dengan saya\njangan di samakan ya,saya berfikir begini belum tentu sama dengan orang lain\nya iyalah ini kan menurut saya bukan menurut orang lain. harus di garis bawahi bahwa ini cuma pemikiran saya sendiri\nkarena menurut saya tidak ada yang perlu saya sampaikan,jadi menurut saya,saya akhiri pembahasan ini.\nitu aja si menurut saya.",positive,1,0,1,0
